,movieId,tagId,relevance
2662981,2641,902,0.93825
2662999,2641,920,0.8174999999999999
2663030,2641,951,0.8667499999999999
2663066,2641,987,0.99025
2663067,2641,988,0.985
2663068,2641,989,0.991
2663069,2641,990,0.98875
2663230,2642,23,0.8772500000000001
2663256,2642,49,0.96325
2663307,2642,100,0.8972500000000001
2663315,2642,108,0.91475
2663439,2642,232,0.88375
2663441,2642,234,0.827
2663497,2642,290,0.91825
2663613,2642,406,0.9815
2664108,2642,901,0.85225
2664194,2642,987,0.96425
2664195,2642,988,0.98275
2664196,2642,989,0.9855
2664197,2642,990,0.942
2664358,2643,23,0.92375
2664384,2643,49,0.913
2664435,2643,100,0.91875
2664436,2643,101,0.86175
2664467,2643,132,0.85625
2664625,2643,290,0.87825
2664741,2643,406,0.987
2665236,2643,901,0.8427500000000001
2665286,2643,951,0.90525
2665322,2643,987,0.8852500000000001
2665323,2643,988,0.96275
2665324,2643,989,0.94575
2665325,2643,990,0.883
2665436,2643,1101,0.8567499999999999
2665518,2644,55,0.82175
2665570,2644,107,0.889
2665603,2644,140,0.8007500000000001
2665678,2644,215,0.97875
2665730,2644,267,0.91225
2665807,2644,344,0.923
2665923,2644,460,0.9155
2665985,2644,522,0.9165
2666001,2644,538,0.8125
2666173,2644,710,0.8494999999999999
2666202,2644,739,0.86375
2666416,2644,953,0.91425
2666471,2644,1008,0.88625
2666530,2644,1067,0.96275
2666532,2644,1069,0.98575
2666858,2646,267,0.8374999999999999
2666905,2646,314,0.82175
2667042,2646,451,0.80725
2667051,2646,460,0.93075
2667113,2646,522,0.93275
2667211,2646,620,0.9905
2667254,2646,663,0.9785
2667255,2646,664,0.96425
2667301,2646,710,0.8625
2667582,2646,991,0.8835
2667658,2646,1067,0.9085
2667696,2646,1105,0.89425
2667986,2647,267,0.8007500000000001
2668179,2647,460,0.95425
2668241,2647,522,0.92275
2668339,2647,620,0.996
2668382,2647,663,0.97775
2668383,2647,664,0.97375
2668399,2647,680,0.84575
2668824,2647,1105,0.8287500000000001
2668869,2648,22,0.9535
2668880,2648,33,0.8354999999999999
2668954,2648,107,0.9135
2668960,2648,113,0.8025
2668987,2648,140,0.8714999999999999
2669062,2648,215,0.98075
2669307,2648,460,0.80525
2669369,2648,522,0.9695
2669383,2648,536,0.97275
2669467,2648,620,0.98275
2669481,2648,634,0.912
2669510,2648,663,0.9685
2669511,2648,664,0.92925
2669589,2648,742,0.8425
2669597,2648,750,0.85175
2669855,2648,1008,0.82525
2670426,2649,451,0.9295
2670435,2649,460,0.97025
2670497,2649,522,0.88025
2670595,2649,620,0.939
2670638,2649,663,0.97125
2670639,2649,664,0.9365
2671370,2650,267,0.81325
2671563,2650,460,0.84175
2671625,2650,522,0.977
2671723,2650,620,0.96875
2671766,2650,663,0.9865
2671767,2650,664,0.9525
2672682,2651,451,0.82125
2672691,2651,460,0.8125
2672851,2651,620,0.96125
2672894,2651,663,0.97225
2672895,2651,664,0.969
2673132,2651,901,0.8487499999999999
2673336,2651,1105,0.8979999999999999
2673574,2652,215,0.8022499999999999
2673626,2652,267,0.86625
2673634,2652,275,0.80175
2673819,2652,460,0.9155
2673881,2652,522,0.9955
2673979,2652,620,0.96725
2674022,2652,663,0.95225
2674101,2652,742,0.8394999999999999
2674315,2652,956,0.8480000000000001
2674754,2653,267,0.899
2674831,2653,344,0.877
2674946,2653,459,0.901
2674947,2653,460,0.94625
2675009,2653,522,0.95325
2675025,2653,538,0.95725
2675106,2653,619,0.85575
2675107,2653,620,0.8999999999999999
2675150,2653,663,0.897
2675167,2653,680,0.93325
2675197,2653,710,0.919
2675478,2653,991,0.8875
2675554,2653,1067,0.98
2675556,2653,1069,0.966
2675830,2654,215,0.94975
2675882,2654,267,0.8807499999999999
2676137,2654,522,0.988
2676278,2654,663,0.927
2676720,2654,1105,0.96525
2676721,2654,1106,0.98
2676861,2655,118,0.86575
2677485,2655,742,0.8422499999999999
2677644,2655,901,0.9325
2677645,2655,902,0.8262499999999999
2677848,2655,1105,0.975
2677849,2655,1106,0.99725
2677917,2656,46,0.8242499999999999
2678169,2656,298,0.96525
2678393,2656,522,0.945
2678491,2656,620,0.96425
2678534,2656,663,0.90625
2678565,2656,694,0.8540000000000001
2678757,2656,886,0.8500000000000001
2678758,2656,887,0.90325
2678760,2656,889,0.89175
2678761,2656,890,0.923
2678804,2656,933,0.8487499999999999
2678816,2656,945,0.8085
2678822,2656,951,0.851
2678824,2656,953,0.99725
2679175,2657,176,0.8265
2679270,2657,271,0.948
2679273,2657,274,0.8899999999999999
2679274,2657,275,0.98575
2679275,2657,276,0.97125
2679283,2657,284,0.9015
2679439,2657,440,0.897
2679451,2657,452,0.8007500000000001
2679683,2657,684,0.85175
2679685,2657,686,0.8839999999999999
2679741,2657,742,0.8180000000000001
2679861,2657,862,0.96975
2680103,2657,1104,0.95575
2680869,2659,742,0.8285
2681298,2660,43,0.96375
2681299,2660,44,0.82975
2681300,2660,45,0.9375
2681470,2660,215,0.8732500000000001
2681473,2660,218,0.8512500000000001
2681557,2660,302,0.8660000000000001
2681777,2660,522,0.8540000000000001
2681918,2660,663,0.83325
2682021,2660,766,0.82925
2682141,2660,886,0.963
2682142,2660,887,0.98125
2682144,2660,889,0.99025
2682145,2660,890,0.97875
2682197,2660,942,0.88025
2682206,2660,951,0.86425
2682275,2660,1020,0.87825
2682389,2661,6,0.8534999999999999
2682426,2661,43,0.99425
2682427,2661,44,0.949
2682428,2661,45,0.985
2682429,2661,46,0.867
2682681,2661,298,0.92
2683013,2661,630,0.92225
2683046,2661,663,0.8262499999999999
2683077,2661,694,0.859
2683269,2661,886,0.96875
2683270,2661,887,0.98175
2683272,2661,889,0.9865
2683273,2661,890,0.9715
2683314,2661,931,0.97525
2683316,2661,933,0.8280000000000001
2683325,2661,942,0.8779999999999999
2683533,2662,22,0.9075
2683554,2662,43,0.92675
2683555,2662,44,0.9235
2683556,2662,45,0.93
2683726,2662,215,0.91925
2683856,2662,345,0.8460000000000001
2683860,2662,349,0.95025
2683931,2662,420,0.89975
2684141,2662,630,0.95
2684162,2662,651,0.8202499999999999
2684253,2662,742,0.8465
2684397,2662,886,0.98625
2684398,2662,887,0.95525
2684400,2662,889,0.9725
2684401,2662,890,0.976
2684456,2662,945,0.8825000000000001
2684462,2662,951,0.94775
2684523,2662,1012,0.8775
2684612,2662,1101,0.92725
2685207,2663,568,0.8514999999999999
2685255,2663,616,0.8560000000000001
2685259,2663,620,0.8712500000000001
2685302,2663,663,0.96575
2685303,2663,664,0.95875
2685513,2663,874,0.9485
2685525,2663,886,0.89175
2685526,2663,887,0.8952500000000001
2685528,2663,889,0.91625
2685529,2663,890,0.8505
2685572,2663,933,0.827
2685590,2663,951,0.927
2685592,2663,953,0.92825
2685608,2663,969,0.99575
2685609,2663,970,0.91975
2685622,2663,983,0.932
2685668,2663,1029,0.82375
2685740,2663,1101,0.8835
2685773,2664,6,0.9055
2685810,2664,43,0.981
2685811,2664,44,0.91575
2685812,2664,45,0.9505
2685813,2664,46,0.979
2685959,2664,192,0.833
2685982,2664,215,0.90825
2686034,2664,267,0.87175
2686086,2664,319,0.8045
2686289,2664,522,0.8707499999999999
2686506,2664,739,0.9045
2686509,2664,742,0.8185
2686533,2664,766,0.96925
2686534,2664,767,0.9525
2686649,2664,882,0.88775
2686653,2664,886,0.93475
2686654,2664,887,0.97175
2686656,2664,889,0.985
2686657,2664,890,0.959
2686698,2664,931,0.96675
2686709,2664,942,0.81575
2686766,2664,999,0.8005
2686767,2664,1000,0.8847499999999999
2686787,2664,1020,0.956
2686938,2665,43,0.9975
2686939,2665,44,0.99425
2686940,2665,45,0.99525
2686941,2665,46,0.804
2687291,2665,396,0.92875
2687525,2665,630,0.91375
2687781,2665,886,0.95575
2687782,2665,887,0.9705
2687784,2665,889,0.956
2687785,2665,890,0.966
2687837,2665,942,0.9805
2687839,2665,944,0.8512500000000001
2687846,2665,951,0.91125
2687864,2665,969,0.973
2687996,2665,1101,0.94375
2688066,2666,43,0.99775
2688067,2666,44,0.941
2688068,2666,45,0.922
2688419,2666,396,0.8314999999999999
2688653,2666,630,0.871
2688686,2666,663,0.9405
2688687,2666,664,0.91725
2688789,2666,766,0.8365
2688909,2666,886,0.8085
2688910,2666,887,0.8865000000000001
2688912,2666,889,0.865
2688913,2666,890,0.8347500000000001
2688943,2666,920,0.81575
2689814,2667,663,0.8405
2689839,2667,688,0.8160000000000001
2690021,2667,870,0.93075
2690037,2667,886,0.9295
2690038,2667,887,0.94225
2690039,2667,888,0.8185
2690040,2667,889,0.9345
2690041,2667,890,0.95025
2690302,2668,23,0.95025
2690387,2668,108,0.99675
2690393,2668,114,0.95225
2690511,2668,232,0.94375
2690513,2668,234,0.86425
2690554,2668,275,0.80325
2690555,2668,276,0.8294999999999999
2690569,2668,290,0.954
2690694,2668,415,0.8007500000000001
2690801,2668,522,0.89975
2690899,2668,620,0.87025
2690942,2668,663,0.8627499999999999
2690967,2668,688,0.9555
2691166,2668,887,0.821
2691230,2668,951,0.80125
2691266,2668,987,0.98025
2691267,2668,988,0.8895
2691268,2668,989,0.964
2691269,2668,990,0.96175
2691476,2669,69,0.9125
2691534,2669,127,0.989
2691621,2669,214,0.85425
2692058,2669,651,0.918
2692487,2669,1080,0.8009999999999999
2692503,2669,1096,0.986
2692504,2669,1097,0.94575
2692642,2670,107,0.827
2692662,2670,127,0.9195
2692753,2670,218,0.8492500000000001
2692858,2670,323,0.8302499999999999
2693518,2670,983,0.989
2693555,2670,1020,0.83375
2693633,2670,1098,0.9735
2693656,2670,1121,0.99325
2693661,2670,1126,0.99125
2693864,2671,201,0.98525
2693893,2671,230,0.8140000000000001
2694050,2671,387,0.8905000000000001
2694051,2671,388,0.92625
2694102,2671,439,0.983
2694113,2671,450,0.9655
2694153,2671,490,0.953
2694271,2671,608,0.90225
2694276,2671,613,0.9055
2694277,2671,614,0.96475
2694509,2671,846,0.86625
2694526,2671,863,0.94225
2694527,2671,864,0.992
2694528,2671,865,0.9955
2694666,2671,1003,0.945
2694839,2672,48,0.8725
2694843,2672,52,0.977
2695071,2672,280,0.8912500000000001
2695140,2672,349,0.87025
2695210,2672,419,0.917
2695211,2672,420,0.956
2695343,2672,552,0.8652500000000001
2695403,2672,612,0.8574999999999999
2695671,2672,880,1.0
2695677,2672,886,0.95325
2695678,2672,887,0.979
2695680,2672,889,0.96225
2695681,2672,890,0.9665
2695803,2672,1012,0.937
2695878,2672,1087,0.989
2696062,2673,143,0.8027500000000001
2696189,2673,270,0.8242499999999999
2696211,2673,292,0.93375
2696287,2673,368,0.81575
2696362,2673,443,0.9985
2696476,2673,557,0.90525
2696520,2673,601,0.9695
2696529,2673,610,0.9485
2696558,2673,639,0.967
2696559,2673,640,0.9375
2696764,2673,845,0.81975
2696940,2673,1021,0.974
2697041,2673,1122,0.91975
2697122,2674,75,0.9105
2697123,2674,76,0.952
2697127,2674,80,0.81175
2697407,2674,360,0.917
2697593,2674,546,0.962
2697761,2674,714,0.875
2697774,2674,727,0.95525
2697775,2674,728,0.8879999999999999
2697778,2674,731,0.92225
2697848,2674,801,0.8927499999999999
2697954,2674,907,0.89825
2697956,2674,909,0.8567499999999999
2698138,2674,1091,0.8049999999999999
2698474,2675,299,0.94825
2698563,2675,388,0.8307500000000001
2698788,2675,613,0.85375
2698799,2675,624,0.869
2699021,2675,846,0.9525
2699038,2675,863,0.8407500000000001
2699039,2675,864,0.961
2699040,2675,865,0.93775
2699748,2676,445,0.8580000000000001
2699949,2676,646,0.8387500000000001
2700701,2677,270,0.82925
2701115,2677,684,0.99675
2701118,2677,687,0.99875
2702028,2678,469,0.86575
2702099,2678,540,0.98825
2702301,2678,742,0.8240000000000001
2702490,2678,931,0.93475
2702632,2678,1073,0.8082499999999999
2703112,2679,425,0.98475
2703301,2679,614,0.845
2703515,2679,828,0.957
2704090,2681,275,0.8274999999999999
2704117,2681,302,0.8089999999999999
2704242,2681,427,0.8467499999999999
2704243,2681,428,0.96475
2704355,2681,540,0.944
2704548,2681,733,0.8065
2704557,2681,742,0.8400000000000001
2704701,2681,886,0.9355
2704702,2681,887,0.93025
2704704,2681,889,0.8022499999999999
2704705,2681,890,0.94175
2705137,2682,194,0.8872500000000001
2705183,2682,240,0.8832500000000001
2705553,2682,610,0.80975
2705613,2682,670,0.8095000000000001
2705915,2682,972,0.8342499999999999
2706301,2683,230,0.946
2706404,2683,333,0.90625
2706487,2683,416,0.93825
2706488,2683,417,0.9375
2706489,2683,418,0.8422499999999999
2706522,2683,451,0.8022499999999999
2706526,2683,455,0.982
2706576,2683,505,0.95825
2706599,2683,528,0.89625
2706600,2683,529,0.90775
2706813,2683,742,0.8787499999999999
2706841,2683,770,0.97825
2706972,2683,901,0.93725
2706973,2683,902,0.8680000000000001
2706990,2683,919,0.8879999999999999
2706991,2683,920,0.94875
2707026,2683,955,0.941
2707029,2683,958,0.989
2707031,2683,960,0.9585
2707032,2683,961,0.981
2707050,2683,979,0.9815
2707142,2683,1071,0.86025
2707824,2685,625,0.95775
2708330,2686,3,0.8454999999999999
2708448,2686,121,0.8365
2708449,2686,122,0.93
2708539,2686,212,0.8767499999999999
2708544,2686,217,0.8425
2708626,2686,299,0.8362499999999999
2708792,2686,465,0.80725
2708795,2686,468,0.83775
2708836,2686,509,0.90675
2709004,2686,677,0.8975
2709006,2686,679,0.9685
2709011,2686,684,0.9855
2709014,2686,687,0.976
2709069,2686,742,0.8165
2709298,2686,971,0.81725
2709299,2686,972,0.92175
2709482,2687,27,0.82175
2709489,2687,34,0.82375
2709517,2687,62,0.974
2709518,2687,63,0.95075
2709519,2687,64,0.99225
2709641,2687,186,0.94275
2709699,2687,244,0.8885000000000001
2709764,2687,309,0.93125
2709765,2687,310,0.99575
2709829,2687,374,0.8165
2709900,2687,445,0.841
2710039,2687,584,0.9735
2710462,2687,1007,0.932
2710690,2688,107,0.8320000000000001
2710711,2688,128,0.89225
2710834,2688,251,0.928
2710841,2688,258,0.91925
2710883,2688,300,0.8592500000000001
2711141,2688,558,0.9775
2711234,2688,651,0.905
2711265,2688,682,0.9355
2711266,2688,683,0.92575
2711384,2688,801,0.8280000000000001
2711421,2688,838,0.9635
2711493,2688,910,0.93475
2711582,2688,999,0.812
2712948,2690,109,0.9175
2713003,2690,164,0.885
2713098,2690,259,0.96775
2713189,2690,350,0.87975
2713447,2690,608,0.8109999999999999
2713584,2690,745,0.8220000000000001
2713613,2690,774,0.9515
2713953,2690,1114,0.91525
2714089,2691,122,0.8755
2714379,2691,412,0.8815
2714627,2691,660,0.94
2714651,2691,684,0.97225
2714654,2691,687,0.82125
2714939,2691,972,0.8645
2715145,2692,50,0.8612500000000001
2715147,2692,52,0.877
2715174,2692,79,0.8835
2715287,2692,192,0.851
2715315,2692,220,0.8187500000000001
2715394,2692,299,0.8505
2715418,2692,323,0.8145
2715460,2692,365,0.82125
2715463,2692,368,0.93875
2715477,2692,382,0.96475
2715497,2692,402,0.8580000000000001
2715544,2692,449,0.8185
2715547,2692,452,0.907
2715566,2692,471,0.8422499999999999
2715631,2692,536,0.954
2715648,2692,553,0.8167500000000001
2715837,2692,742,0.96125
2716067,2692,972,0.92075
2716076,2692,981,0.8607499999999999
2716077,2692,982,0.80725
2716090,2692,995,0.8700000000000001
2716122,2692,1027,0.8720000000000001
2716146,2692,1051,0.81325
2716185,2692,1090,0.8247500000000001
2716186,2692,1091,0.965
2716187,2692,1092,0.8167500000000001
2716199,2692,1104,0.81325
2716253,2693,30,0.921
2716538,2693,315,0.907
2716651,2693,428,0.8607499999999999
2716956,2693,733,0.8307500000000001
2716965,2693,742,0.8640000000000001
2717581,2694,230,0.95375
2717806,2694,455,0.8665
2717856,2694,505,0.8935
2718273,2694,922,0.8460000000000001
2718422,2694,1071,0.8320000000000001
2718566,2695,87,0.94175
2718567,2695,88,0.95725
2718646,2695,167,0.8407500000000001
2718648,2695,169,0.9205
2718972,2695,493,0.8180000000000001
2719416,2695,937,0.869
2719564,2695,1085,0.829
2719837,2696,230,0.972
2719986,2696,379,0.8634999999999999
2720009,2696,402,0.8402499999999999
2720012,2696,405,0.966
2720018,2696,411,0.96725
2720024,2696,417,0.8505
2720112,2696,505,0.89225
2720349,2696,742,0.8160000000000001
2720678,2696,1071,0.857
2721012,2697,277,0.80925
2721272,2697,537,0.9175
2721302,2697,567,0.99225
2721672,2697,937,0.88625
2722130,2699,267,0.907
2722278,2699,415,0.837
2722385,2699,522,0.951
2722794,2699,931,0.99
2722816,2699,953,0.99925
2723009,2700,18,0.8474999999999999
2723102,2700,111,0.96575
2723182,2700,191,0.981
2723263,2700,272,0.825
2723266,2700,275,0.802
2723394,2700,403,0.924
2723399,2700,408,0.81925
2723407,2700,416,0.91275
2723408,2700,417,0.8707499999999999
2723409,2700,418,0.88375
2723446,2700,455,0.8907499999999999
2723496,2700,505,0.938
2723519,2700,528,0.8145
2723520,2700,529,0.8167500000000001
2723557,2700,566,0.90125
2723733,2700,742,0.85575
2723761,2700,770,0.906
2723867,2700,876,0.93225
2723868,2700,877,0.957
2723869,2700,878,0.96
2723971,2700,980,0.8852500000000001
2724138,2701,19,0.8380000000000001
2724219,2701,100,0.8102499999999999
2724230,2701,111,0.954
2724251,2701,132,0.98175
2724640,2701,521,0.8287500000000001
2724713,2701,594,0.90925
2725006,2701,887,0.8460000000000001
2725070,2701,951,0.9245
2726044,2702,797,0.821
2726048,2702,801,0.87375
2726150,2702,903,0.931
2726645,2704,270,0.8995
2726726,2704,351,0.8574999999999999
2726891,2704,516,0.9275
2726985,2704,610,0.8049999999999999
2726988,2704,613,0.9195
2726989,2704,614,0.85625
2727108,2704,733,0.91625
2727144,2704,769,0.8567499999999999
2727146,2704,771,0.83575
2727221,2704,846,0.82125
2727239,2704,864,0.90925
2727773,2705,270,0.90825
2727914,2705,411,0.81775
2728060,2705,557,0.968
2728143,2705,640,0.93675
2728144,2705,641,0.918
2728236,2705,733,0.92475
2728657,2706,26,0.9755
2728861,2706,230,0.98475
2728866,2706,235,0.9565
2728867,2706,236,0.82125
2728963,2706,332,0.90775
2729034,2706,403,0.8835
2729047,2706,416,0.8919999999999999
2729048,2706,417,0.925
2729059,2706,428,0.97825
2729107,2706,476,0.8162499999999999
2729134,2706,503,0.98425
2729136,2706,505,0.92675
2729159,2706,528,0.91475
2729160,2706,529,0.85825
2729256,2706,625,0.8527499999999999
2729362,2706,731,0.8779999999999999
2729408,2706,777,0.837
2729432,2706,801,0.8265
2729536,2706,905,0.8694999999999999
2729537,2706,906,0.9085
2729538,2706,907,0.8845000000000001
2729540,2706,909,0.849
2729542,2706,911,0.8105
2729598,2706,967,0.8572500000000001
2729610,2706,979,0.94075
2729644,2706,1013,0.9945
2729645,2706,1014,0.99775
2729646,2706,1015,0.97725
2729647,2706,1016,0.94825
2729648,2706,1017,0.9895
2729702,2706,1071,0.8362499999999999
2729717,2706,1086,0.99475
2729809,2707,50,0.9105
2729858,2707,99,0.8367500000000001
2730010,2707,251,0.9865
2730011,2707,252,0.965
2730224,2707,465,0.8267500000000001
2730227,2707,468,0.974
2730312,2707,553,0.831
2730501,2707,742,0.80775
2730525,2707,766,0.97875
2730548,2707,789,0.907
2730565,2707,806,0.80175
2730582,2707,823,0.8612500000000001
2730583,2707,824,0.821
2730753,2707,994,0.97575
2730758,2707,999,0.95
2730759,2707,1000,0.8959999999999999
2730779,2707,1020,0.8959999999999999
2730781,2707,1022,0.97225
2730784,2707,1025,0.939
2730808,2707,1049,0.8505
2730809,2707,1050,0.9595
2730810,2707,1051,0.9195
2731299,2708,412,0.94125
2731733,2708,846,0.927
2731949,2708,1062,0.8334999999999999
2731997,2708,1110,0.8660000000000001
2732003,2708,1116,0.94625
2732058,2709,43,0.8220000000000001
2732060,2709,45,0.8645
2732126,2709,111,0.875
2732421,2709,406,0.90475
2732430,2709,415,0.8287500000000001
2732696,2709,681,0.98925
2732757,2709,742,0.8027500000000001
2732935,2709,920,0.8322499999999999
2732957,2709,942,0.9225
2733410,2710,267,0.98225
2733516,2710,373,0.81175
2733556,2710,413,0.88225
2733631,2710,488,0.99275
2733665,2710,522,0.9485
2733885,2710,742,0.923
2734025,2710,882,0.97475
2734134,2710,991,0.8025
2734163,2710,1020,0.806
2734392,2711,121,0.8194999999999999
2734435,2711,164,0.8507499999999999
2735163,2711,892,0.8859999999999999
2735475,2712,76,0.8567499999999999
2735591,2712,192,0.83525
2735639,2712,240,0.80725
2735724,2712,325,0.84375
2735750,2712,351,0.948
2735759,2712,360,0.967
2735944,2712,545,0.8427500000000001
2735990,2712,591,0.917
2736024,2712,625,0.91575
2736126,2712,727,0.86225
2736127,2712,728,0.8247500000000001
2736128,2712,729,0.933
2736132,2712,733,0.9425
2736165,2712,766,0.8547499999999999
2736200,2712,801,0.925
2736222,2712,823,0.905
2736245,2712,846,0.8592500000000001
2736306,2712,907,0.97475
2736308,2712,909,0.91825
2736394,2712,995,0.93875
2736395,2712,996,0.8507499999999999
2736494,2712,1095,0.80775
2736503,2712,1104,0.8985000000000001
2736942,2713,415,0.8265
2737049,2713,522,0.90825
2737136,2713,609,0.82325
2737890,2714,235,0.899
2737891,2714,236,0.8625
2738067,2714,412,0.92975
2738669,2714,1014,0.8307500000000001
2738717,2714,1062,0.9185
2739075,2715,292,0.855
2739208,2715,425,0.9835
2739323,2715,540,0.8912500000000001
2739396,2715,613,0.8859999999999999
2739514,2715,731,0.8187500000000001
2739515,2715,732,0.8759999999999999
2739525,2715,742,0.84125
2739920,2716,9,0.9425
2739924,2716,13,0.849
2739930,2716,19,0.82975
2740126,2716,215,0.95975
2740141,2716,230,0.9765
2740186,2716,275,0.885
2740288,2716,377,0.8472500000000001
2740326,2716,415,0.8872500000000001
2740328,2716,417,0.8200000000000001
2740346,2716,435,0.9895
2740356,2716,445,0.8174999999999999
2740358,2716,447,0.8075000000000001
2740380,2716,469,0.8720000000000001
2740415,2716,504,0.8645
2740416,2716,505,0.8087500000000001
2740447,2716,536,0.82175
2740601,2716,690,0.8907499999999999
2740653,2716,742,0.8612500000000001
2740741,2716,830,0.961
2740790,2716,879,0.934
2740862,2716,951,0.95325
2740902,2716,991,0.98825
2741474,2717,435,0.9465
2741490,2717,451,0.94625
2741744,2717,705,0.8899999999999999
2741781,2717,742,0.8162499999999999
2741941,2717,902,0.9325
2742030,2717,991,0.9175
2742290,2718,123,0.996
2742308,2718,141,0.8285
2742364,2718,197,0.9435
2742397,2718,230,0.8055000000000001
2742456,2718,289,0.8545
2742540,2718,373,0.971
2742584,2718,417,0.81125
2742585,2718,418,0.87825
2742672,2718,505,0.8245
2742696,2718,529,0.80525
2742821,2718,654,0.958
2742826,2718,659,0.8979999999999999
2743043,2718,876,0.8095000000000001
2743044,2718,877,0.92175
2743045,2718,878,0.93
2743393,2719,98,0.93725
2743427,2719,132,0.91875
2743730,2719,435,0.8995
2743789,2719,494,0.95925
2744037,2719,742,0.8242499999999999
2744144,2719,849,0.9865
2744177,2719,882,0.9015
2744246,2719,951,0.942
2744286,2719,991,0.8334999999999999
2744534,2720,111,0.981
2744609,2720,186,0.99225
2745012,2720,589,0.9465
2745588,2721,37,0.8680000000000001
2745976,2721,425,0.9945
2745977,2721,426,0.98775
2746041,2721,490,0.82775
2746068,2721,517,0.8474999999999999
2746379,2721,828,0.90675
2746397,2721,846,0.8160000000000001
2746414,2721,863,0.8674999999999999
2746415,2721,864,0.8779999999999999
2746416,2721,865,0.93325
2746518,2721,967,0.8667499999999999
2746698,2722,19,0.93475
2746777,2722,98,0.8865000000000001
2746811,2722,132,0.8634999999999999
2747126,2722,447,0.8365
2747373,2722,694,0.91575
2747593,2722,914,0.9975
2747630,2722,951,0.8845000000000001
2747825,2723,18,0.81125
2747830,2723,23,0.85425
2747915,2723,108,0.99075
2747921,2723,114,0.88975
2748037,2723,230,0.89825
2748039,2723,232,0.8452500000000001
2748041,2723,234,0.845
2748335,2723,528,0.8015000000000001
2748336,2723,529,0.8294999999999999
2748549,2723,742,0.82325
2748577,2723,770,0.95
2748726,2723,919,0.8107500000000001
2748727,2723,920,0.89775
2748765,2723,958,0.95075
2748794,2723,987,0.99925
2748795,2723,988,0.97275
2748796,2723,989,0.99775
2748797,2723,990,0.999
2749136,2724,201,0.992
2749214,2724,279,0.8620000000000001
2749323,2724,388,0.8407500000000001
2749374,2724,439,0.95175
2749385,2724,450,0.99175
2749425,2724,490,0.95025
2749549,2724,614,0.9255
2749742,2724,807,0.8405
2749798,2724,863,0.94175
2749799,2724,864,0.99325
2749800,2724,865,0.99875
2749866,2724,931,0.936
2749938,2724,1003,0.8380000000000001
2750037,2724,1102,0.914
2750185,2725,122,0.8385
2750230,2725,167,0.897
2750528,2725,465,0.8885000000000001
2750603,2725,540,0.9915
2750677,2725,614,0.8265
2750805,2725,742,0.83525
2751246,2726,55,0.91275
2751319,2726,128,0.905
2751331,2726,140,0.95075
2751334,2726,143,0.8294999999999999
2751372,2726,181,0.92975
2751403,2726,212,0.86775
2751406,2726,215,0.8919999999999999
2751433,2726,242,0.85625
2751449,2726,258,0.87975
2751459,2726,268,0.983
2751460,2726,269,0.8480000000000001
2751461,2726,270,0.97125
2751510,2726,319,0.904
2751542,2726,351,0.8422499999999999
2751584,2726,393,0.92775
2751615,2726,424,0.8062499999999999
2751656,2726,465,0.8194999999999999
2751659,2726,468,0.853
2751663,2726,472,0.92225
2751689,2726,498,0.994
2751727,2726,536,0.986
2751825,2726,634,0.94575
2751882,2726,691,0.9435
2751902,2726,711,0.97025
2751903,2726,712,0.99675
2751905,2726,714,0.8972500000000001
2751933,2726,742,0.8095000000000001
2751941,2726,750,0.8600000000000001
2752048,2726,857,0.9575
2752163,2726,972,0.8625
2752172,2726,981,0.8307500000000001
2752173,2726,982,0.8134999999999999
2752190,2726,999,0.8865000000000001
2752199,2726,1008,0.8069999999999999
2752211,2726,1020,0.91075
2752514,2727,195,0.91275
2752531,2727,212,0.84425
2752712,2727,393,0.8560000000000001
2753031,2727,712,0.855
2753459,2728,12,0.94225
2753501,2728,54,0.81925
2753659,2728,212,0.9105
2753717,2728,270,0.92425
2753771,2728,324,0.8422499999999999
2753785,2728,338,0.8302499999999999
2753806,2728,359,0.91775
2753848,2728,401,0.85225
2753912,2728,465,0.9035
2753955,2728,508,0.96375
2753956,2728,509,0.906
2753983,2728,536,0.97575
2754038,2728,591,0.931
2754058,2728,611,0.8525
2754081,2728,634,0.918
2754189,2728,742,0.8160000000000001
2754196,2728,749,0.8647499999999999
2754197,2728,750,0.93325
2754203,2728,756,0.87025
2754205,2728,758,0.99475
2754208,2728,761,0.80925
2754221,2728,774,0.8305
2754247,2728,800,0.9175
2754253,2728,806,0.8187500000000001
2754290,2728,843,0.98225
2754298,2728,851,0.8234999999999999
2754313,2728,866,0.97625
2754375,2728,928,0.971
2754512,2728,1065,0.80725
2754538,2728,1091,0.82525
2754597,2729,22,0.97975
2754682,2729,107,0.8645
2754766,2729,191,0.9795
2754828,2729,253,0.94375
2754845,2729,270,0.8109999999999999
2754857,2729,282,0.8207500000000001
2754864,2729,289,0.843
2754898,2729,323,0.8167500000000001
2754926,2729,351,0.8567499999999999
2755101,2729,526,0.8200000000000001
2755122,2729,547,0.8045
2755166,2729,591,0.97075
2755180,2729,605,0.815
2755181,2729,606,0.87575
2755266,2729,691,0.85375
2755301,2729,726,0.99175
2755308,2729,733,0.99475
2755317,2729,742,0.82975
2755341,2729,766,0.8547499999999999
2755376,2729,801,0.855
2755482,2729,907,0.8505
2755583,2729,1008,0.8405
2755679,2729,1104,0.8380000000000001
2755706,2730,3,0.99475
2755757,2730,54,0.8745
2755825,2730,122,0.8785000000000001
2755865,2730,162,0.804
2755915,2730,212,0.97325
2755973,2730,270,0.9245
